Company Name,Total Worldwide Box Office
Buena Vista Intl,"$255,474,818"
Jolie Pas,"$170,522,319"
Bill Mechanic,"$167,222,848"
Notting Hill Pictures,"$363,718,196"
Waypoint Entertainment,"$213,506,309"
Technical Black,"$136,771,683"
Lucas Film LTD,"$140,561,355"
Coppola Company,"$140,557,835"
PalmStar Media,"$235,039,459"
Element Pictures,"$350,650,542"
Secret Machine Entertainment,"$353,166,307"
Infinite Detective,"$353,166,307"
Amazon MGM Studios,"$217,123,321"
Gordon Company,"$114,649,943"
Lantern Entertainment,"$138,688,195"
Clubhouse Pictures,"$254,802,961"
Man in a Tree Productions,"$214,005,122"
Material Pictures,"$218,550,347"
Ad Hominem Enterpises,"$237,832,902"
Iron Horse,"$171,537,393"
Sonnenfeld-Joseph,"$221,229,335"
Bandito Brothers,"$277,046,369"
Studio Ghibli,"$1,693,392,011"
Propaganda Films,"$235,680,285"
Bill Block Media,"$180,485,601"
Nelson Entertainment,"$113,153,410"
Largo Entertainment,"$169,869,111"
WCG,"$241,199,984"
Todd Phillips,"$362,000,072"
Gerard Butler Alan Siegel Entertainment,"$200,642,625"
Carlo Ponti Production,"$112,052,801"
Cinecinema,"$969,666,309"
Silver Screen Partners III,"$111,594,769"
Bullwinkle Studios,"$269,806,430"
Howard W. Koch,"$111,419,401"
Mystery Clock Cinema,"$325,287,073"
Hopscotch Features,"$237,924,348"
JVC Entertainment,"$167,832,262"
Bart/Palevsky,"$203,018,919"
JC 23 Entertainment,"$203,018,919"
Radio Silence,"$195,577,784"
Conman & Izzy,"$221,468,935"
Mandalay Entertainment,"$252,325,146"
Bellevue Productions,"$109,492,484"
Melvin Simon Productions,"$109,492,484"
Media Capital Technologies,"$185,504,951"
Creative Wealth Media Finance,"$170,008,775"
Cott Productions,"$394,963,392"
Ladd Company,"$129,277,846"
Erwin Brothers Entertainment,"$116,891,209"
Further Films,"$228,760,119"
The Disco Factory,"$266,550,332"
Demarest Films,"$255,215,152"
Simon Fields Productions,"$247,603,179"
Sketch Films,"$252,521,816"
Faithstep Films,"$117,507,033"
Carousel Films,"$173,886,583"
MadRiver Pictures,"$227,803,890"
RVK,"$338,382,244"
AGBO,"$157,826,229"
Sherry Lansing,"$266,600,000"
The Zanuck Company,"$106,593,296"
Gianni Nunnari,"$330,780,051"
Ram Bergman Productions,"$254,307,434"
Inferno,"$197,124,449"
Free State Pictures,"$320,134,933"
Exhibit A Pictures,"$193,014,483"
Fairbanks,"$322,459,006"
Spin Master,"$353,178,888"
ASAP Films,"$443,468,571"
Northern Lights Films,"$155,675,010"
Groundswell Productions,"$164,247,883"
Company Films,"$313,003,279"
Digital Domain,"$175,885,849"
Hammer Films,"$223,854,041"
Dune Vision,"$317,012,153"
Christina Steinberg,"$306,941,670"
IPC Films,"$103,300,659"
Edge City,"$219,903,984"
Yuk Films,"$228,007,169"
Liddell Entertainment,"$125,878,158"
Rocklin/Faust,"$152,180,604"
Charlotte Huggins,"$243,180,937"
Vinson Pictures,"$254,979,923"
Platinum Studios,"$182,132,049"
K/O Productions,"$180,585,259"
Hannah Weinstein,"$101,300,000"
Permut Presentations,"$203,601,264"
BrooksFilms Limited,"$114,555,469"
Codeblack Films,"$115,340,535"
New Vision,"$100,753,085"
The Harvey Entertainment Company,"$282,704,023"
Vynil Films,"$202,726,605"
Rhythm and Hues,"$204,774,690"
Juno Pix,"$328,125,643"
Start Motion Pictures,"$302,239,672"
Zide Pictures,"$391,810,376"
Mission Pictures International,"$107,380,714"
Timur Bekmambetov,"$321,982,859"
Current Entertainment,"$291,695,960"
Ombra Films,"$258,544,204"
AEG Live,"$131,734,564"
Jinks/Cohen Company,"$181,310,859"
Tuff Going Productions,"$182,046,877"
Annapurna Films,"$211,662,571"
Dorothy McKim,"$170,552,719"
Head Gear Films,"$221,601,236"
Blind Wink,"$284,459,095"
OCS.,"$413,925,292"
Fireworks Pictures,"$132,176,031"
Lipsync Productions,"$262,964,794"
Pathe Renn Productions,"$264,281,389"
Carnival Films,"$194,694,725"
Las Producciones Del Escorpion,"$207,788,211"
Ley Line,"$133,686,910"
Mark Boal,"$134,612,435"
Nu Boyana,"$238,314,425"
Broadway Video,"$129,754,995"
Lightworkers Media,"$171,878,760"
Robert Evans,"$95,247,897"
Route One,"$145,992,932"
Brian Helgeland,"$97,470,701"
JD Productions,"$189,357,100"
Starlight Media,"$151,186,200"
Easy There Tiger,"$131,518,586"
Amy Robinson,"$131,516,178"
Wildwood Enterprises,"$138,362,846"
Flower Film,"$181,053,657"
Rickshaw,"$177,605,922"
Sierra Films,"$178,810,973"
A Stern Talking To,"$203,891,589"
D.C. Entertainment,"$203,891,589"
Kingsgate Films,"$110,425,583"
Reiner Greisman,"$174,807,445"
A113,"$206,627,518"
Montford Murphy,"$271,715,166"
Alphacore,"$286,192,091"
Two Grown Men Productions,"$161,912,389"
Walter Parkes,"$114,603,872"
Toonbox Entertainment,"$180,846,843"
Endeavor Content,"$181,043,990"
Keep Your Head,"$234,910,138"
Madhouse Entertainment,"$166,324,084"
C2 Motion Picture Group,"$191,355,056"
Lovefilm,"$234,511,888"
Bleecker Street,"$168,844,079"
Thunderbird Films,"$258,157,449"
Ridley Scott Associates,"$258,157,449"
16:14 Entertainment,"$258,157,449"
Bud Yorkin,"$258,157,449"
Prime Focus World,"$259,580,933"
DNEG Animation,"$254,898,606"
One Cool Group Limited,"$254,898,606"
Paper Clip,"$91,857,759"
Vendome Pictures,"$345,231,688"
Alloy Entertainment,"$121,966,662"
France 2 Cinema,"$989,547,647"
Bristol Automotive,"$227,328,585"
New World Pictures,"$91,107,582"
Borden and Rosenbush Entertainment,"$274,392,880"
Kanzaman Prods,"$188,470,476"
Hello Sunshine,"$144,353,965"
3000 Pictures,"$144,353,965"
Nicholas Sparks Productions,"$118,375,427"
Crooked Highway Productions,"$161,441,914"
Debra Martin Chase,"$90,798,119"
Giant Pictures,"$386,436,315"
Hypnotic,"$244,780,708"
Monolith Pictures,"$295,761,838"
Pearl Studio,"$242,178,840"
AGC,"$208,186,176"
Reperage,"$228,417,177"
This is That,"$163,941,696"
Vanguard Films,"$245,188,811"
3 In The Box Productions,"$202,811,432"
Millar/Gough Ink,"$191,771,175"
Steven Reuther,"$205,298,907"
CJ Entertainment,"$772,108,697"
Deep River Films,"$167,087,204"
Cinetic,"$323,197,249"
Rainmaker Entertainment,"$130,113,061"
Ilion Animation Studios,"$224,099,438"
Impact Partners,"$181,915,910"
Sherwood Pictures,"$87,754,183"
Bord Scannan na hEireann,"$195,697,900"
Riverstone Pictures,"$200,012,223"
Fiery Angel,"$86,328,827"
Red Om Films,"$186,248,668"
Marcy Media,"$139,829,625"
"Motion Pictures Associates, Inc","$85,431,454"
Wild Atlantic Pictures,"$167,095,810"
Innisfree Pictures,"$320,298,183"
3Pas Studios,"$160,866,995"
Hidden Empire Film Group,"$91,702,828"
BCDF Pictures,"$410,939,810"
Electric Entertainment,"$304,709,145"
Longfellow Pictures,"$89,691,934"
City on a Hill Studio,"$86,789,258"
Argent Pictures,"$187,051,666"
Kroll and Company Entertainment,"$201,005,552"
DW Studios,"$166,842,739"
"Furia de Titanes II, A.I.E","$305,270,083"
United Artistic Group,"$204,463,987"
South West Film Group,"$85,783,567"
Essential Media and Entertainment,"$114,962,525"
Achte Babelsberg Film,"$203,932,174"
Lisa Stewart,"$286,896,578"
Silver Reel Entertainment,"$254,718,726"
Many Rivers,"$161,820,549"
Don Simpson and Jerry Bruckheimer,"$157,670,733"
Electric Shadow Company,"$91,122,856"
CMC Pictures,"$394,299,160"
Little Blair Productions,"$175,507,800"
Osiris Films,"$215,862,666"
Luke Greenfield,"$136,890,774"
Cloudy,"$217,629,426"
Hal Lieberman Company,"$137,984,788"
Lauren Levine,"$137,984,788"
CAA Media Finance,"$157,520,647"
Scott Sanders,"$98,896,135"
Timnick Film,"$138,993,470"
Prospect Park,"$165,720,921"
McCormic,"$81,464,486"
Avnet Kerner Productions,"$81,204,830"
O Entertainment,"$102,992,536"
Talisman,"$173,962,590"
Angel Studios,"$82,457,845"
Burr! Productions,"$149,708,596"
Geffen Film,"$81,171,755"
Frenesy Film,"$163,174,441"
Fundamental Films,"$360,792,610"
Black & White,"$99,323,978"
Secret Hideout,"$409,953,905"
Conspiracy Factory,"$409,953,905"
Face Productions,"$123,742,646"
Gary Lucchesi,"$126,571,859"
Cinergi Pictures Entertainment,"$158,551,497"
SpringHill Entertainment,"$152,529,584"
Goalpost Pictures,"$176,989,211"
Boy of the Year,"$155,564,919"
Scooter Braun Films,"$131,260,906"
Clinica Estetico,"$114,326,785"
Trilogy Entertainment Group,"$153,568,095"
Enigma Productions,"$82,720,100"
Film Croppers Entertainment,"$244,041,804"
Tiger Moth Productions,"$231,710,008"
Killer Films,"$170,952,347"
BOOM! Studios,"$136,462,695"
Insurge Pictures,"$134,459,929"
Merchant Ivory Productions,"$122,717,386"
L.A. Films,"$78,394,898"
The Really Useful Group,"$229,093,998"
Cocktail Productions,"$78,222,753"
Wheelhouse Entertainment,"$114,662,925"
Odenkirk-Provissiero,"$140,966,011"
Alberto Grimaldi,"$183,124,621"
Shuler,"$153,698,625"
Stephen J. Cannell,"$177,241,171"
Top Cow,"$177,241,171"
Worldview Entertainment,"$188,201,179"
IPR.VC,"$118,058,278"
UTA Independent Film Group,"$130,364,227"
Nervous Tick,"$155,988,526"
Producers Sales Organization,"$181,454,405"
Lord Grade,"$76,657,000"
Martin Starger,"$76,657,000"
Face,"$76,635,459"
Square Peg,"$137,473,325"
Strange Angels Productions,"$226,545,443"
Wyolah Films,"$94,683,597"
Pink Machine,"$258,751,370"
Todd Garner,"$258,751,370"
Film i Vast,"$326,817,745"
Training Day Productions,"$104,505,352"
Gold Circle Entertainment,"$111,217,207"
Street Entertainment,"$185,840,555"
Reel FX Animation Studios,"$143,017,671"
Topic,"$137,960,147"
Raimi Productions,"$153,544,488"
Avis-Davis,"$130,402,010"
June Pictures,"$121,484,257"
Big Ed Picture Company,"$124,715,863"
Perdido,"$306,156,407"
Sodec,"$194,586,535"
Oasis Ventures Entertainment Ltd.,"$132,493,015"
Revelations Entertainment,"$110,759,337"
East Light Film,"$207,820,481"
CG Films,"$183,415,183"
Cristal Pictures,"$183,415,183"
Wayfare Entertainment,"$208,269,944"
Oddfellows Entertainment,"$126,355,232"
El Corazon Producciones,"$115,078,260"
Lorenzo di Bonaventura,"$205,332,385"
Barwood,"$74,787,599"
Interscope Communications,"$99,781,072"
Union Investment Partners,"$102,470,963"
Bim Distribuzione,"$207,694,062"
Range,"$125,340,012"
Traffic,"$125,340,012"
Phase 1 Productions,"$105,159,085"
Scion Films,"$185,990,836"
Imagi Studios,"$137,732,261"
Signature Pictures,"$186,000,005"
Robert Zemeckis,"$141,267,370"
"Deep Blue, Ltd.","$165,048,228"
The Film Department,"$151,034,676"
Jim Morris,"$282,778,100"
L.A. Reid Media,"$99,034,125"
Pacific Standard,"$103,518,958"
Pathe of a Cloud Eight,"$149,482,221"
Afterworks Limited,"$162,498,338"
The Michael Jackson Company,"$261,183,588"
Endeavor Films,"$113,105,138"
Bernard Gayle Productions,"$92,302,502"
Jessie Nelson Productions,"$97,837,638"
David Dobkin Pictures,"$97,837,638"
Allied Stars Ltd.,"$72,283,082"
Gramercy Pictures,"$82,959,103"
De Milo,"$148,095,566"
Toma 78,"$148,095,566"
Edward R. Pressman,"$184,815,087"
Matthew Vaughn,"$228,508,342"
RKO Pictures,"$78,278,492"
Panay Films,"$82,581,792"
De Laurentiis Entertainment Group,"$71,187,037"
A&M Films,"$71,161,230"
Badham/Cohen,"$138,697,012"
National Geographic Entertainment,"$159,112,533"
Film 360,"$152,192,199"
Detour Filmproduction,"$107,055,393"
Tollin Productions,"$81,073,685"
Blackmaled,"$72,835,710"
Camelot Pictures,"$206,010,152"
AI Film,"$129,514,124"
A. Kitman Ho,"$205,400,000"
New Deal,"$107,190,108"
Stacey Sher,"$163,295,654"
Michael Shamberg,"$163,295,654"
A. Kitman Ho & Ixlan,"$70,001,698"
Safehouse Pictures,"$224,840,348"
Vestron Pictures,"$219,893,795"
Bel-Air Entertainment,"$72,197,781"
Channel Production Films,"$69,603,292"
Stone Village,"$112,291,597"
Cave 76,"$145,965,533"
Finola Dwyer Productions,"$148,665,092"
Prelude Pictures,"$143,458,622"
Irwin Allen Productions,"$136,047,317"
Baby Way,"$103,242,494"
Rolling Hills,"$104,793,708"
Hivemind,"$104,793,708"
Bad Feeling,"$138,046,145"
Channel Four Films,"$261,764,836"
Baldwin Entertainment Group,"$121,645,390"
J.K. Livin Productions,"$121,645,390"
Sine Qua Non,"$105,953,632"
Next Entertainment,"$257,474,353"
Battle Mountain Films,"$107,024,978"
Reel FX,"$144,540,173"
MWM Studios,"$109,423,906"
Ghoulardi Film Company,"$139,736,581"
Fox Atomic,"$124,759,224"
DEJ Productions,"$118,473,876"
Ecosse Films,"$190,094,097"
Island World Productions,"$67,637,675"
Lion Brand Film,"$187,433,328"
Juvee,"$94,413,012"
Pacific Renaissance,"$146,140,989"
Jack Blue Productions,"$94,374,749"
Grey Matter,"$148,806,510"
Cedar Park Entertainment,"$153,719,204"
Great American Films Limited Partnership,"$217,163,117"
Cantillon Company,"$158,582,180"
Paul Maslansky Productions,"$67,138,343"
Anthony Bregman,"$153,404,757"
Blueeyes,"$98,410,970"
Parallel Zide,"$187,384,627"
Make Movies,"$114,834,312"
Punch Palace Productions,"$152,409,233"
Zucker Pictures,"$108,400,128"
Studio 8,"$167,239,929"
Los Hooligans,"$66,019,483"
Tina Sinatra,"$96,135,872"
Apple Original Films,"$138,200,942"
Toff Guy Films,"$197,366,193"
Aviron Pictures,"$87,310,338"
CL Cinema Line Films Corporation,"$136,998,907"
Bryan Singer,"$197,687,603"
Peregrine Productions,"$66,443,441"
Hawk Films,"$66,443,441"
Goldman Pictures,"$173,613,482"
Raw Nerve,"$115,847,519"
Licht/Mueller Film Corp.,"$107,392,882"
Makeready,"$80,932,344"
Jurassic Party Productions,"$89,966,573"
Quadrant Pictures,"$162,641,381"
Artistic License Films,"$108,688,175"
SF Studios,"$111,101,930"
MTV Documentary Films,"$79,282,312"
30 West,"$158,533,040"
Korea Venture Investment Corp.,"$122,529,966"
Ministry of Culture,"$122,529,966"
Sports and Tourism of the Republic of Korea,"$122,529,966"
Redrover,"$122,529,966"
Korean Small and Medium Business Administration,"$122,529,966"
Trancas International Films,"$105,400,796"
VR Mumble 2 Productions Pty Ltd.,"$157,956,462"
City Light,"$63,895,607"
RadicalMedia,"$113,981,273"
Prominent Features,"$63,493,000"
First Artists,"$63,129,898"
Michaels/Goldwyn,"$81,222,878"
UpperRoom Entertainment Limited,"$293,736,507"
Tucker Tooley,"$95,890,204"
Silvertongue Films,"$178,488,333"
Versatil Cinema,"$238,923,115"
Smokewood Entertainment Group,"$85,752,730"
Electric Shepherd,"$126,931,325"
Gambit Pictures,"$126,931,325"
Boies/Schiller,"$177,520,037"
BlackFriar's Bridge,"$125,662,188"
Outerbanks Entertainment,"$129,806,082"
Briarcliff Entertainment,"$82,564,938"
Friendly Films,"$145,329,042"
Taleswapper,"$127,983,283"
Templeton Media,"$142,512,489"
Richard D. Zanuck/Scott Rudin Production,"$71,719,931"
Caro-McLeod,"$104,102,747"
8:38 Productions,"$113,310,547"
Calamity Films,"$176,205,158"
Unique Features,"$106,734,016"
Mediapro,"$209,701,832"
John Landis Productions,"$60,632,163"
OW Films,"$67,509,383"
SGS Pictures,"$67,509,383"
QJP,"$67,509,383"
Paul Schiff Productions,"$108,601,430"
Epic Productions,"$60,568,638"
Joe Wizan,"$60,527,873"
New Legacy Film,"$243,665,314"
The Solution Entertainment Group,"$112,266,619"
Hurwitz & Schlossberg Productions,"$94,523,781"
Indieprod Production,"$60,180,164"
Fifth Season,"$72,584,451"
George Folsey Productions,"$60,083,467"
Stanley Kubrick Productions,"$71,777,922"
Bonafide,"$100,642,353"
Berg Mandel,"$180,148,897"
"Gothica Productions, Inc.","$141,484,812"
Beck,"$96,905,726"
Woods,"$96,905,726"
Pathe Production,"$158,443,482"
Allspark Pictures,"$149,563,531"
Robert Fox,"$147,608,879"
Parallel Films,"$98,242,944"
Prana Studios,"$156,399,644"
Chockstone Pictures,"$175,634,112"
Birdie,"$115,150,424"
Flashpoint Entertainment,"$116,809,717"
Square Enix Business,"$279,957,481"
Lee Caplin,"$87,698,975"
Picture Entertainment Corporation,"$87,698,975"
Film Engine,"$95,734,872"
Grand Hustle Films,"$70,587,268"
Jagged Films,"$83,443,676"
Windblown Media,"$96,860,808"
Rational Packaging,"$85,527,867"
Robot Communications,"$211,732,753"
Atlas Productions,"$168,841,459"
Classico Productions,"$168,841,459"
DMC Film,"$261,823,367"
DJ Films,"$222,574,110"
Diamond Film Productions,"$142,319,574"
Linson Films,"$159,305,666"
CRF Productions,"$74,156,610"
Belga Films,"$310,987,741"
Providence Film Partners,"$126,925,685"
Shanghai Ruyi Entertainment,"$126,787,360"
Pontchartrain,"$162,275,213"
Blue Tongue Films,"$86,776,323"
Nitrogen Studios Canada,"$119,383,236"
10 by 10 Entertainment,"$101,134,059"
Qwerty Films,"$131,190,659"
Benaroya Pictures,"$97,694,378"
Robert Kulzer,"$167,849,187"
Carson Productions,"$56,077,578"
Filmax Entertainment,"$99,404,646"
Samuels Media,"$117,476,801"
Apipoulai Productions,"$166,070,125"
Katja Productions,"$55,710,926"
Pole Star Limited,"$104,264,617"
Hobby Films,"$104,264,617"
Story Company,"$57,374,365"
Bob Yari Productions,"$101,379,979"
Taliafilm Productions,"$160,000,000"
ApolloProscreen,"$101,237,496"
Harris Company,"$101,173,038"
Bulls Eye Entertainment,"$101,173,038"
Media Farm,"$90,128,429"
Panther Films,"$102,512,802"
Ubisoft Entertainment,"$241,624,371"
Mike Finnell,"$71,743,823"
Weimaraner Republic Pictures,"$118,763,442"
Film Victoria,"$186,969,211"
Epsilon Motion Pictures,"$104,488,383"
Emile Gladstone,"$123,133,739"
Wildgaze Films,"$106,841,270"
Tower of Babble,"$92,192,573"
Bloom,"$76,906,437"
Saul Zaentz Company,"$54,316,558"
Studio 37,"$223,139,675"
Bloody Disgusting,"$81,132,784"
Hard Eight Pictures,"$112,798,051"
Matinee Pictures,"$112,798,051"
Fuzz on the Lens Productions,"$76,045,500"
Dark Age Cinema,"$76,045,500"
Barunson E&A,"$271,003,786"
Hermits Glen,"$75,854,588"
The Picture Company,"$151,666,867"
Lion Rock Films,"$98,844,176"
David Kirschner Productions,"$87,634,228"
John Brabourne - Richard Goodwin Productions,"$55,715,654"
Incorporated Television Company,"$53,684,682"
BNP Paribas Film Fund,"$328,866,983"
Grosvenor Park,"$112,459,307"
Sandollar,"$87,100,000"
GKIDS,"$366,625,369"
Media Talent Group,"$55,245,682"
Prototype,"$101,759,490"
Applehead Pictures,"$82,148,538"
Apostle,"$83,282,296"
Spanky Pictures,"$83,282,296"
Cinerenta,"$86,087,026"
Marquee Entertainment,"$54,985,738"
Odyssey Entertainment,"$159,631,995"
Alta Loma Entertainment,"$76,103,660"
Indo-British Films,"$127,767,889"
International Film Investors,"$127,767,889"
National Film Development Corporation of India,"$127,767,889"
Globus,"$74,874,408"
Toei Animation,"$503,164,283"
Skydance Sports,"$89,198,083"
Fuqua Films,"$94,156,456"
Riche,"$94,156,456"
Significant Productions,"$55,435,407"
Amasia Entertainment,"$72,310,806"
Wonderful Films,"$60,279,520"
Equity Pictures Medienfonds GmbH & Co. KG III,"$99,494,762"
Casey Silver,"$129,059,885"
Comedy Central,"$52,037,603"
Troika Pictures,"$69,836,507"
Apotheosis Media Group,"$69,821,476"
Madison 23,"$71,880,305"
Meron Weston Pictures,"$62,989,834"
Ink Factory,"$129,158,331"
Aquarius Films,"$151,076,098"
King World,"$66,947,950"
Sunstar Entertianment,"$149,117,900"
Film Colony,"$115,036,108"
Alan Greisman,"$54,409,901"
BoulderLight Pictures,"$64,325,349"
Lasker,"$51,636,504"
Avenue Pictures Productions,"$133,817,750"
Chambara Pictures,"$81,249,176"
Chickie The Cop,"$98,345,423"
GIM Films,"$98,345,423"
Monumental Pictures,"$127,922,586"
Parabolic Pictures,"$113,671,730"
Scarlet Films,"$130,295,925"
Raffaella De Laurentiis,"$104,364,680"
Stable Way Entertainment,"$113,525,401"
Fragile Films,"$161,513,958"
Kintop Pictures,"$117,862,474"
"Icon Distribution, Inc.","$121,032,272"
Steven Haft,"$51,742,971"
